WBID_2012,WATERSHED,WATERBODY,AU_ID,LOCATION1,LOCATION2,WATERCODE,WATERTYPE,AU_SIZE,SIZE_UNIT,CLASS,QUALIFIER,CATEGORY,TMDL_COUNT,ORIG_FID,Name,Descript,BatchDone,SnapOn,SrcType,Area_SQ_MI,WATERBODY_1,AU_ID_1,TOTAREA,AGAREA,DEVAREA,NATAREA,WETAREA,PERCAG,PERCDEV,PERCNAT,PERCWET,pNatWet_Tt,TOTAREA_PR,AGAREA_PR,DEVAREA_PR,NATAREA_PR,WETAREA_PR,PERCAG_PR,PERCDEV_PR,PERCNAT_PR,PERCWET_PR,TOTAREA_ST,AGAREA_ST,DEVAREA_ST,NATAREA_ST,WETAREA_ST,PERCAG_ST,PERCDEV_ST,PERCNAT_ST,PERCWET_ST,SUM_PERCAG,SUM_PERCDE,SUM_PERCNA,SUM_PERCWE,TOTAREA_SP,AGAREA_SP,DEVAREA_SP,NATAREA_SP,WETAREA_SP,PERCAG_SP,PERCDEV_SP,PERCNAT_SP,PERCWET_SP,PercImp,OBJECTID *,Shape *
<Null>,<Null>,Dark Brook,MA51-49,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_49,<Null>,<Null>,<Null>,<Null>,3.11,Dark Brook,MA51-49,3.11,0.104053,0.694381,2.162268,0.149111,3.3,22.3,69.5,4.8,74.3,2.96,0.059984,0.68042,2.08042,0.14362,2,23,70.2,4.8,1.01,0.001569,0.260715,0.66529,0.080043,0.2,25.9,66,7.9,<Null>,<Null>,<Null>,<Null>,1.01,0.001569,0.260715,0.66529,0.080043,0.2,25.9,66,7.9,10.2,1346,Point
<Null>,<Null>,Wellman Brook,MA51-50,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_50,<Null>,<Null>,<Null>,<Null>,0.9,Wellman Brook,MA51-50,0.9,0.002813,0.208893,0.590128,0.100546,0.3,23.1,65.4,11.1,76.5,0.9,0.002813,0.208893,0.590128,0.100546,0.3,23.1,65.4,11.1,0.22,0.002813,0.03557,0.134434,0.05162,1.3,15.8,59.9,23,<Null>,<Null>,<Null>,<Null>,0.22,0.002813,0.03557,0.134434,0.05162,1.3,15.8,59.9,23,7.8,1347,Point
<Null>,<Null>,Unnamed Tributary,MA51-51,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_51,<Null>,<Null>,<Null>,<Null>,2.06,Unnamed Tributary,MA51-51,2.06,0,0.017339,1.833899,0.205855,0,0.8,89.2,10,99.2,2.06,0,0.017339,1.833899,0.205855,0,0.8,89.2,10,0.73,0,0.006958,0.590947,0.129388,0,1,81.3,17.8,<Null>,<Null>,<Null>,<Null>,0.73,0,0.006958,0.590947,0.129388,0,1,81.3,17.8,0.8,1348,Point
<Null>,<Null>,Unnamed Tributary,MA51-52,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_52,<Null>,<Null>,<Null>,<Null>,0.65,Unnamed Tributary,MA51-52,0.65,0.015451,0.053413,0.549111,0.035576,2.4,8.2,84,5.4,89.4,0.65,0.015451,0.053413,0.549111,0.035576,2.4,8.2,84,5.4,0.2,0,0.011432,0.171048,0.012709,0,5.9,87.6,6.5,<Null>,<Null>,<Null>,<Null>,0.2,0,0.011432,0.171048,0.012709,0,5.9,87.6,6.5,2.9,1349,Point
<Null>,<Null>,Scott Brook,MA51-53,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_53,<Null>,<Null>,<Null>,<Null>,1.15,Scott Brook,MA51-53,1.15,0.022353,0.036743,1.056237,0.036238,1.9,3.2,91.7,3.1,94.8,1.15,0.022353,0.036743,1.056237,0.036238,1.9,3.2,91.7,3.1,0.51,0.015582,0.014799,0.443378,0.034133,3.1,2.9,87.3,6.7,<Null>,<Null>,<Null>,<Null>,0.51,0.015582,0.014799,0.443378,0.034133,3.1,2.9,87.3,6.7,1.6,1350,Point
<Null>,<Null>,Unnamed Tributary,MA51-54,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_54,<Null>,<Null>,<Null>,<Null>,2.79,Unnamed Tributary,MA51-54,2.78,0.00862,0.000047,2.466415,0.308261,0.3,0,88.6,11.1,99.7,2.78,0.00862,0.000047,2.466415,0.308261,0.3,0,88.6,11.1,1.01,0,0,0.786307,0.220934,0,0,78.1,21.9,<Null>,<Null>,<Null>,<Null>,1.01,0,0,0.786307,0.220934,0,0,78.1,21.9,0,1351,Point
<Null>,<Null>,Round Top Brook,MA51-55,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA51_55,<Null>,<Null>,<Null>,<Null>,2.49,Round Top Brook,MA51-55,2.49,0.043859,0.351365,1.837737,0.259485,1.8,14.1,73.7,10.4,84.1,2.49,0.043859,0.351365,1.837737,0.259485,1.8,14.1,73.7,10.4,0.7,0.001836,0.040683,0.491637,0.167102,0.3,5.8,70.1,23.8,<Null>,<Null>,<Null>,<Null>,0.7,0.001836,0.040683,0.491637,0.167102,0.3,5.8,70.1,23.8,4.4,1352,Point
MA52-01_2012,Ten Mile,Ten Mile River,MA52-01,"Headwaters, outlet Cargill Pond, Plainville to West Bacon Street, Plainville (through Fuller Pond formerly segment MA52016).",<Null>,5233625,RIVER,1.538,MILES,B,WWF,5,0,2,MA52_01,Outlet,1,1,0,3.32,Ten Mile River,MA52-01,3.32,0.068828,1.163255,1.806227,0.277081,2.1,35.1,54.5,8.4,62.9,3.32,0.068828,1.163255,1.806227,0.277081,2.1,35.1,54.5,8.4,0.5,0.010817,0.111115,0.245276,0.129723,2.2,22.4,49.4,26.1,<Null>,<Null>,<Null>,<Null>,0.5,0.010817,0.111115,0.245276,0.129723,2.2,22.4,49.4,26.1,14.9,109,Point
MA52-02_2012,Ten Mile,Ten Mile River,MA52-02,"West Bacon Street, Plainville to North Attleborough WWTP discharge, Attleboro (excluding 0.9 miles thru Falls Pond segment MA52013, but including thru Wetherells Pond formerly segment MA52041).",<Null>,5233625,RIVER,4.087,MILES,B,WWF,5,0,10,MA52_02,Outlet,1,1,0,11,Ten Mile River,MA52-02,11,0.099216,4.268003,5.600401,1.028918,0.9,38.8,50.9,9.4,60.3,6.41,0.01413,2.65833,3.101457,0.633737,0.2,41.5,48.4,9.9,3.74,0.020271,1.209783,1.816181,0.695668,0.5,32.3,48.5,18.6,<Null>,<Null>,<Null>,<Null>,2.68,0,0.935182,1.28236,0.465338,0,34.9,47.8,17.3,19.2,117,Point
MA52-03_2012,Ten Mile,Ten Mile River,MA52-03,"North Attleborough WWTP discharge, Attleboro to the MA/RI border near Central Avenue, Seekonk, MA/Pawtucket, RI (thru former segments; Farmers Pond MA52015, Mechanics Pond MA52027, Dodgeville Pond MA52011, and Hebronville Pond MA52020).",<Null>,5233625,RIVER,9.084,MILES,B,WWF,5,0,8,MA52_03,Outlet,1,1,0,41.92,Ten Mile River,MA52-03,41.78,0.733495,14.453441,20.599135,5.997137,1.8,34.6,49.3,14.4,63.7,9.77,0.147838,3.785329,4.438834,1.39902,1.5,38.7,45.4,14.3,15.21,0.360666,3.784063,7.280822,3.781348,2.4,24.9,47.9,24.9,<Null>,<Null>,<Null>,<Null>,3.59,0.045469,0.946974,1.646559,0.949285,1.3,26.4,45.9,26.5,18.1,115,Point
MA52-05_2012,Ten Mile,Speedway Brook,MA52-05,"(locally known as Thacher Brook) Headwaters, Attleboro to inlet of Dodgeville Pond (a Ten Mile River impoundment), Attleboro.",<Null>,5233725,RIVER,0.9,MILES,B,WWF,5,0,7,MA52_05,Outlet,1,1,0,3.4,Speedway Brook,MA52-05,3.39,0.013891,1.050356,1.46428,0.866361,0.4,30.9,43.1,25.5,68.6,3.39,0.013891,1.050356,1.46428,0.866361,0.4,30.9,43.1,25.5,0.89,0.000859,0.101136,0.34359,0.44701,0.1,11.3,38.5,50.1,<Null>,<Null>,<Null>,<Null>,0.89,0.000859,0.101136,0.34359,0.44701,0.1,11.3,38.5,50.1,18.7,114,Point
MA52-06_2012,Ten Mile,Bungay River,MA52-06,"Headwaters, outlet Greenwood Lake, North Attleborough to confluence with Ten Mile River, Attleboro.",<Null>,5233750,RIVER,5.083,MILES,B,WWF,5,0,3,MA52_06,Outlet,1,1,0,7.49,Bungay River,MA52-06,7.48,0.047566,2.437615,3.530148,1.466666,0.6,32.6,47.2,19.6,66.8,4.96,0.047566,1.650965,2.025939,1.23235,1,33.3,40.9,24.9,1.82,0.006295,0.444049,0.713139,0.658873,0.3,24.4,39.1,36.2,<Null>,<Null>,<Null>,<Null>,1.26,0.006295,0.293609,0.419193,0.537485,0.5,23.4,33.4,42.8,17.2,110,Point
MA52-07_2012,Ten Mile,Sevenmile River,MA52-07,"Headwaters, outlet Hoppin Hill Reservoir, North Attleborough to inlet Orrs Pond, Attleboro (thru Luther Reservoir formerly segment MA52025).",<Null>,5233675,RIVER,3.2,MILES,A,PWS\ORW,2,0,9,MA52_07,Outlet,1,1,0,4.98,Sevenmile River,MA52-07,4.98,0.406993,0.920478,2.825012,0.82406,8.2,18.5,56.8,16.6,73.4,3.22,0.097198,0.779624,1.837848,0.502499,3,24.2,57.1,15.6,3.17,0.27879,0.495723,1.678779,0.716511,8.8,15.6,53,22.6,<Null>,<Null>,<Null>,<Null>,2.11,0.037376,0.438029,1.194433,0.443703,1.8,20.7,56.5,21,10.4,116,Point
MA52-08_2012,Ten Mile,Sevenmile River,MA52-08,"Outlet Orrs Pond, Attleboro to confluence with Ten Mile River, Pawtucket, Rhode Island.",<Null>,5233675,RIVER,3.402,MILES,B,<Null>,5,0,6,MA52_08,Outlet,1,1,0,12.58,Sevenmile River,MA52-08,12.5,0.535973,3.524897,6.554182,1.886026,4.3,28.2,52.4,15.1,67.5,6.19,0.114003,2.410801,2.757096,0.908661,1.8,38.9,44.5,14.7,6.23,0.329102,1.220448,3.194203,1.486558,5.3,19.6,51.3,23.9,<Null>,<Null>,<Null>,<Null>,2.42,0.041331,0.603823,1.133149,0.638699,1.7,25,46.9,26.4,15.4,113,Point
MA52-09_2012,Ten Mile,Scotts Brook,MA52-09,"Headwaters, north of High Street, North Attleborough to confluence with Ten Mile River, North Attleborough.",<Null>,5233775,RIVER,2.11,MILES,B,<Null>,4C,0,4,MA52_09,Outlet,1,1,0,1.21,Scotts Brook,MA52-09,1.21,0.016259,0.385769,0.656923,0.147694,1.3,32,54.4,12.2,66.6,1.21,0.016259,0.385769,0.656923,0.147694,1.3,32,54.4,12.2,0.67,0.009455,0.197934,0.33517,0.126091,1.4,29.6,50.1,18.9,<Null>,<Null>,<Null>,<Null>,0.67,0.009455,0.197934,0.33517,0.126091,1.4,29.6,50.1,18.9,9.5,111,Point
MA52-10_2012,Ten Mile,Fourmile Brook,MA52-10,"Headwaters, outlet Manchester Pond Reservoir, Attleboro to inlet Orrs Pond, Attleboro.",<Null>,5233700,RIVER,0.992,MILES,A,PWS\ORW,5,0,5,MA52_10,Outlet,1,1,0,1.64,Fourmile Brook,MA52-10,1.64,0.008012,0.34093,1.177525,0.11679,0.5,20.7,71.7,7.1,78.8,1.64,0.008012,0.34093,1.177525,0.11679,0.5,20.7,71.7,7.1,0.83,0.003095,0.207275,0.514531,0.103965,0.4,25,62.1,12.5,<Null>,<Null>,<Null>,<Null>,0.83,0.003095,0.207275,0.514531,0.103965,0.4,25,62.1,12.5,9.4,112,Point
MA52-11_2012,Ten Mile,Coles Brook,MA52-11,"Headwaters, Grassie Swamp west of Allens Lane, Rehoboth to inlet Central Pond, Seekonk.",<Null>,5233650,RIVER,4.181,MILES,B,<Null>,4C,0,1,MA52_11,Outlet,1,1,0,3.27,Coles Brook,MA52-11,3.26,0.04599,0.748332,1.713547,0.753129,1.4,22.9,52.5,23.1,75.6,2.88,0.031048,0.696184,1.501121,0.649604,1.1,24.2,52.2,22.6,0.89,0.019264,0.175448,0.420896,0.27165,2.2,19.8,47.4,30.6,<Null>,<Null>,<Null>,<Null>,0.89,0.019264,0.175448,0.420896,0.27165,2.2,19.8,47.4,30.6,7.1,108,Point
MA53-01_2012,Narragansett Bay (Shore),Runnins River,MA53-01,"Route 44, Seekonk to Mobile Dam, Seekonk, MA/East Providence, RI (through Burrs Pond formerly segment MA53001)",<Null>,5334025,RIVER,3.7,MILES,B,<Null>,5,2,1,MA53_01,Outlet,1,1,0,9.72,Runnins River,MA53-01,7.45,0.251629,2.561702,4.109373,0.523503,3.4,34.4,55.2,7,62.2,3.51,0.044333,1.744111,1.598062,0.127165,1.3,49.6,45.5,3.6,1.89,0.063119,0.408798,1.160356,0.256473,3.3,21.6,61.4,13.6,<Null>,<Null>,<Null>,<Null>,0.85,0.012998,0.302063,0.449239,0.085263,1.5,35.6,52.9,10,17.3,432,Point
MA53-07_2012,Narragansett Bay (Shore),West Branch Palmer River,MA53-07,"From confluence of Bliss Brook, Rehoboth to confluence with East Branch Palmer River (forming Palmer River), Rehoboth",<Null>,5334275,RIVER,3.8,MILES,B,<Null>,3,0,12,MA53_07,Outlet,1,1,0,7.78,West Branch Palmer River,MA53-07,7.78,0.430802,1.155913,4.391547,1.797659,5.5,14.9,56.5,23.1,79.6,5.02,0.203315,0.653561,3.055972,1.109377,4,13,60.8,22.1,2.25,0.172647,0.300937,1.015112,0.758736,7.7,13.4,45.2,33.8,<Null>,<Null>,<Null>,<Null>,1.57,0.094161,0.214003,0.773037,0.485699,6,13.7,49.3,31,4.8,442,Point
MA53-08_2012,Narragansett Bay (Shore),East Branch Palmer River,MA53-08,"Headwaters, near Stevens Corner Cemetery, Rehoboth to confluence with West Branch Palmer River (forming Palmer River), Rehoboth",<Null>,5334350,RIVER,7.2,MILES,B,<Null>,3,0,10,MA53_08,Outlet,1,1,0,13.47,East Branch Palmer River,MA53-08,13.46,0.40571,1.465207,7.605341,3.98286,3,10.9,56.5,29.6,86.1,8.45,0.223507,0.856003,4.665999,2.703587,2.6,10.1,55.2,32,2.8,0.091202,0.264996,1.296449,1.147612,3.3,9.5,46.3,41,<Null>,<Null>,<Null>,<Null>,1.68,0.055912,0.176892,0.770015,0.676132,3.3,10.5,45.9,40.3,4.3,440,Point
MA53-09_2012,Narragansett Bay (Shore),Rumney Marsh Brook,MA53-09,"Headwaters, east of Locust Avenue, Rehoboth to confluence with Beaverdam Brook, Rehoboth",<Null>,5334225,RIVER,1.3,MILES,B,<Null>,3,0,9,MA53_09,Outlet,1,1,0,0.33,Rumney Marsh Brook,MA53-09,0.33,0.015817,0.0513,0.259387,0.008279,4.7,15.3,77.5,2.5,80,0.33,0.015817,0.0513,0.259387,0.008279,4.7,15.3,77.5,2.5,0.19,0.00076,0.01259,0.176896,0.002482,0.4,6.5,91.8,1.3,<Null>,<Null>,<Null>,<Null>,0.19,0.00076,0.01259,0.176896,0.002482,0.4,6.5,91.8,1.3,5,439,Point
MA53-10_2012,Narragansett Bay (Shore),Beaverdam Brook,MA53-10,"Headwaters, southeast of Chestnut Street, Rehoboth to confluence with Palmer River, Rehoboth",<Null>,5334200,RIVER,2.9,MILES,B,<Null>,3,0,8,MA53_10,Outlet,1,1,0,1.67,Beaverdam Brook,MA53-10,1.67,0.084896,0.283881,1.117553,0.181085,5.1,17,67,10.9,77.9,1.67,0.084896,0.283881,1.117553,0.181085,5.1,17,67,10.9,0.69,0.040176,0.079707,0.511553,0.057922,5.8,11.6,74.2,8.4,<Null>,<Null>,<Null>,<Null>,0.69,0.040176,0.079707,0.511553,0.057922,5.8,11.6,74.2,8.4,5.9,438,Point
MA53-11_2012,Narragansett Bay (Shore),Bad Luck Brook,MA53-11,"Headwaters, outlet Warren Upper Reservoir, Rehoboth to confluence with East Branch Palmer River, Rehoboth",<Null>,5334375,RIVER,1.7,MILES,B,<Null>,3,0,11,MA53_11,Outlet,1,1,0,4.97,Bad Luck Brook,MA53-11,4.97,0.051567,0.489293,2.489597,1.937312,1,9.8,50.1,39,89.1,4.97,0.051567,0.489293,2.489597,1.937312,1,9.8,50.1,39,0.8,0.012028,0.058952,0.352466,0.372709,1.5,7.4,44.3,46.8,<Null>,<Null>,<Null>,<Null>,0.8,0.012028,0.058952,0.352466,0.372709,1.5,7.4,44.3,46.8,3.9,441,Point
MA53-12_2012,Narragansett Bay (Shore),Fullers Brook,MA53-12,"Headwaters in wetland north of Jacobs Street, Seekonk to confluence with Palmer River, Rehoboth",<Null>,5334175,RIVER,1.7,MILES,B,<Null>,3,0,7,MA53_12,Outlet,1,1,0,1.89,Fullers Brook,MA53-12,1.89,0.130429,0.309325,1.335569,0.110808,6.9,16.4,70.8,5.9,76.7,1.89,0.130429,0.309325,1.335569,0.110808,6.9,16.4,70.8,5.9,0.5,0.019035,0.053849,0.37563,0.052812,3.8,10.7,74.9,10.5,<Null>,<Null>,<Null>,<Null>,0.5,0.019035,0.053849,0.37563,0.052812,3.8,10.7,74.9,10.5,6.7,437,Point
MA53-13_2012,Narragansett Bay (Shore),Clear Run Brook,MA53-13,"Headwaters, outlet unnamed pond northwest of Miller Street, Seekonk to confluence with Palmer River, Rehoboth",<Null>,5334150,RIVER,1.6,MILES,B,<Null>,4A,1,6,MA53_13,Outlet,1,1,0,1.66,Clear Run Brook,MA53-13,1.66,0.310515,0.500649,0.781568,0.069014,18.7,30.1,47,4.2,51.2,1.66,0.310515,0.500649,0.781568,0.069014,18.7,30.1,47,4.2,0.49,0.13996,0.074774,0.221944,0.049304,28.8,15.4,45.7,10.1,<Null>,<Null>,<Null>,<Null>,0.49,0.13996,0.074774,0.221944,0.049304,28.8,15.4,45.7,10.1,11.3,436,Point
MA53-14_2012,Narragansett Bay (Shore),Torrey Creek,MA53-14,"Headwaters in wetland east of Benson Avenue, Seekonk to Barney Avenue, Rehoboth (includes culverted section near Seekonk Speedway, Seekonk)",<Null>,5334075,RIVER,2.1,MILES,B,<Null>,3,0,3,MA53_14,Outlet,1,1,0,2.11,Torrey Creek,MA53-14,2.11,0.328021,0.59497,1.132423,0.050468,15.6,28.3,53.8,2.4,56.2,2.11,0.328021,0.59497,1.132423,0.050468,15.6,28.3,53.8,2.4,0.92,0.13147,0.194888,0.570173,0.027186,14.2,21.1,61.7,2.9,<Null>,<Null>,<Null>,<Null>,0.92,0.13147,0.194888,0.570173,0.027186,14.2,21.1,61.7,2.9,13.3,433,Point
MA53-15_2012,Narragansett Bay (Shore),Oak Swamp Brook,MA53-15,"Headwaters in Oak Swamp east of School Street, Rehoboth to confluence with Rocky Run, Rehoboth",<Null>,5334125,RIVER,3,MILES,B,<Null>,3,0,5,MA53_15,Outlet,1,1,0,2.27,Oak Swamp Brook,MA53-15,2.27,0.102567,0.381894,1.375139,0.415097,4.5,16.8,60.5,18.2,78.7,2.27,0.102567,0.380311,1.371388,0.415097,4.5,16.8,60.4,18.3,0.69,0.01153,0.052635,0.367015,0.262094,1.7,7.6,52.9,37.8,<Null>,<Null>,<Null>,<Null>,0.69,0.01153,0.052635,0.365437,0.262094,1.7,7.6,52.8,37.9,4.6,435,Point
MA53-16_2012,Narragansett Bay (Shore),Rocky Run,MA53-16,"Headwaters in wetland east of Simmons Street, Rehoboth to approximately 0.1 mile east of Mason Street, Rehoboth",<Null>,5334100,RIVER,8.6,MILES,B,<Null>,4A,1,4,MA53_16,Outlet,1,1,0,10.42,Rocky Run,MA53-16,10.42,0.454116,1.710662,5.396021,2.85752,4.4,16.4,51.8,27.4,79.2,6.39,0.386781,1.338507,3.376562,1.287918,6.1,20.9,52.8,20.2,2.56,0.130456,0.258054,1.12954,1.037691,5.1,10.1,44.2,40.6,<Null>,<Null>,<Null>,<Null>,1.96,0.121024,0.213052,0.895205,0.732014,6.2,10.9,45.6,37.3,5.3,434,Point
<Null>,Narragansett Bay (Shore),Bliss Brook,MA53-19,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA53_19,<Null>,<Null>,<Null>,<Null>,2.17,Bliss Brook,MA53-19,2.17,0.143227,0.32617,1.141918,0.556541,6.6,15,52.7,25.7,78.4,2.17,0.143227,0.32617,1.141918,0.556541,6.6,15,52.7,25.7,0.61,0.061407,0.054427,0.232675,0.26579,10,8.9,37.9,43.3,<Null>,<Null>,<Null>,<Null>,0.61,0.061407,0.054427,0.232675,0.26579,10,8.9,37.9,43.3,5.2,443,Point
<Null>,Narragansett Bay (Shore),Runnins River,MA53-20,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA53_20,<Null>,<Null>,<Null>,<Null>,4.11,Runnins River,MA53-20,4.1,0.20919,0.894173,2.603519,0.397034,5.1,21.8,63.4,9.7,73.1,3.69,0.201466,0.856555,2.324119,0.311053,5.5,23.2,62.9,8.4,1.09,0.050121,0.113748,0.754104,0.17121,4.6,10.4,69.2,15.7,<Null>,<Null>,<Null>,<Null>,1.04,0.049813,0.111105,0.73073,0.149059,4.8,10.7,70.2,14.3,8.1,444,Point
<Null>,Narragansett Bay (Shore),Unnamed Tributary,MA53-21,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA53_21,<Null>,<Null>,<Null>,<Null>,0.33,Unnamed Tributary,MA53-21,0.33,0,0.124959,0.200881,0,0,38.3,61.7,0,61.7,0.33,0,0.124959,0.200881,0,0,38.3,61.7,0,0.07,0,0.015195,0.059063,0,0,20.5,79.5,0,<Null>,<Null>,<Null>,<Null>,0.07,0,0.015195,0.059063,0,0,20.5,79.5,0,16.9,445,Point
<Null>,Narragansett Bay (Shore),Palmer River,MA53-22,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,MA53_22,<Null>,<Null>,<Null>,<Null>,30.89,Palmer River,MA53-22,30.88,1.664183,4.821115,17.96563,6.428172,5.4,15.6,58.2,20.8,79,9.45,0.844191,2.2089,5.703824,0.696743,8.9,23.4,60.3,7.4,8.19,0.536396,1.095269,4.300333,2.257226,6.6,13.4,52.5,27.6,<Null>,<Null>,<Null>,<Null>,3.29,0.284531,0.561545,2.021284,0.418686,8.7,17.1,61.5,12.7,5.2,446,Point
<Null>,<Null>,<Null>,MA61-03,<Null>,<Null>,<Null>,<Null>,1.6,<Null>,<Null>,<Null>,<Null>,<Null>,0,MA61_03,Outlet,1,1,0,11.77,<Null>,MA61-03,11.7,0.713877,1.983629,6.004314,2.994059,6.1,17,51.3,25.6,76.9,5.17,0.462405,1.086309,2.631775,0.988837,8.9,21,50.9,19.1,2.32,0.179504,0.187471,0.885559,1.064511,7.7,8.1,38.2,45.9,<Null>,<Null>,<Null>,<Null>,1.29,0.158835,0.102591,0.529694,0.503392,12.3,7.9,40.9,38.9,6.9,477,Point
<Null>,<Null>,<Null>,MA61-05,<Null>,<Null>,<Null>,<Null>,2.4,<Null>,<Null>,<Null>,<Null>,<Null>,1,MA61_05,Outlet,1,1,0,30.18,<Null>,MA61-05,23.8,0.37155,6.515637,14.267667,2.645561,1.6,27.4,59.9,11.1,71,10.23,0.029208,4.923492,4.869798,0.404796,0.3,48.1,47.6,4,3.52,0.061202,0.79138,1.837784,0.832696,1.7,22.5,52.2,23.6,<Null>,<Null>,<Null>,<Null>,1.53,0.005576,0.562199,0.703379,0.260631,0.4,36.7,45.9,17,16.5,478,Point
<Null>,<Null>,<Null>,MA61-08,<Null>,<Null>,<Null>,<Null>,2.8,<Null>,<Null>,<Null>,<Null>,<Null>,2,MA61_08,Outlet,1,1,0,3.63,<Null>,MA61-08,3.61,0.158737,0.888058,1.819211,0.739558,4.4,24.6,50.5,20.5,71,3.44,0.157553,0.862832,1.707882,0.715344,4.6,25.1,49.6,20.8,0.73,0.02172,0.101067,0.307196,0.300739,3,13.8,42,41.2,<Null>,<Null>,<Null>,<Null>,0.73,0.02172,0.101067,0.307196,0.300739,3,13.8,42,41.2,9.1,479,Point
<Null>,<Null>,<Null>,MA61-09,<Null>,<Null>,<Null>,<Null>,1.9,<Null>,<Null>,<Null>,<Null>,<Null>,3,MA61_09,Outlet,1,1,0,2.67,<Null>,MA61-09,2.67,0.152937,0.391396,1.631207,0.490615,5.7,14.7,61.2,18.4,79.6,2.67,0.152937,0.391396,1.631207,0.490615,5.7,14.7,61.2,18.4,0.62,0.025099,0.055682,0.338363,0.203658,4,8.9,54.3,32.7,<Null>,<Null>,<Null>,<Null>,0.62,0.025099,0.055682,0.338363,0.203658,4,8.9,54.3,32.7,5.4,480,Point
<Null>,<Null>,<Null>,MA61-10,<Null>,<Null>,<Null>,<Null>,6.4,<Null>,<Null>,<Null>,<Null>,<Null>,4,MA61_10,Outlet,1,1,0,10.52,<Null>,MA61-10,10.44,0.63945,1.494869,5.413168,2.896046,6.1,14.3,51.8,27.7,79.5,6.14,0.48601,0.921595,3.173033,1.556444,7.9,15,51.7,25.4,2,0.146913,0.149308,0.694524,1.005054,7.4,7.5,34.8,50.4,<Null>,<Null>,<Null>,<Null>,1.26,0.129377,0.099661,0.454726,0.574514,10.3,7.9,36.1,45.7,4.7,481,Point
MA62-01_2012,Taunton,Taunton River,MA62-01,"Confluence of Town and Matfield rivers, Bridgewater to Route 24 bridge, Taunton/Raynham.",<Null>,6235000,RIVER,20.396,MILES,B,WWF,2,0,10,MA62_01,Outlet,1,1,0,302.46,Taunton River,MA62-01,302.23,15.1,69.29,146.63,71.27,4.9,23,48.5,23.5,72,14.04,0.680684,3.980541,7.025791,2.349859,4.8,28.4,50.1,16.7,77.5,4.555272,11.388521,32.588515,28.963904,5.9,14.7,42.1,37.4,<Null>,<Null>,<Null>,<Null>,3.7,0.3,0.55,1.81,1.09,8.1,14.9,49,29.5,10.9,150,Point
MA62-05_2012,Taunton,Salisbury Plain River,MA62-05,"From the confluence of Trout and Salisbury brooks, Brockton to the Brockton Advanced Water Reclamation Facility (AWRF) discharge, Brockton.",<Null>,6237100,RIVER,2.437,MILES,B,<Null>,5,1,11,MA62_05,Outlet,1,1,0,17.99,Salisbury Plain River,MA62-05,17.96,0.019552,10.133141,6.469714,1.337085,0.1,56.4,36,7.4,43.4,4.9,0.01656,3.399434,1.266694,0.216519,0.3,69.4,25.9,4.4,4.14,0,1.663965,1.662153,0.812612,0,40.2,40.2,19.6,<Null>,<Null>,<Null>,<Null>,0.82,0,0.481076,0.253925,0.086576,0,58.6,30.9,10.5,35.8,151,Point
MA62-06_2012,Taunton,Salisbury Plain River,MA62-06,"From the Brockton Advanced Water Reclamation Facility (AWRF) discharge, Brockton to the confluence with Beaver Brook forming the Matfield River, East Bridgewater.",<Null>,6237100,RIVER,2.262,MILES,B,WWF,5,1,12,MA62_06,Outlet,1,1,0,21.27,Salisbury Plain River,MA62-06,21.23,0.08562,11.25542,7.736502,2.15418,0.4,53,36.4,10.1,46.5,5.45,0.082629,2.444112,1.935085,0.989838,1.5,44.8,35.5,18.2,5.05,0.00704,1.886237,1.950016,1.20653,0.1,37.4,38.6,23.9,<Null>,<Null>,<Null>,<Null>,1.24,0.00704,0.384288,0.408705,0.437485,0.6,31.1,33,35.4,32.9,152,Point
